Input Term,Best Match,URI,Similarity Score
aecial,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.6398
aecial galls,Gallus,http://purl.obolibrary.org/obo/NCBITaxon_9030,0.7097
aecial stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6912
aecidia,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7944
Aecidia only,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7148
aecidiospores,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.6837
Aecidiospores,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.6837
aecidium,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.8149
(Aecidium),aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7565
Aecidium,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.8149
Aecidium!,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7776
Aecidium and teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6440
Aecidium and teleutospores.,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6619
Aecidium form,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.6096
"""Aecidium"" I",aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7590
(Aecidium.) III.,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.6319
Aecidium & Teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6545
aerial,aerial part,http://purl.obolibrary.org/obo/BTO_0001658,0.8508
after hatching year,hatching,http://purl.obolibrary.org/obo/GO_0035188,0.7560
Aged 46-76 days,normal age,http://purl.obolibrary.org/obo/PATO_0045005,0.5737
alate,alas,http://purl.obolibrary.org/obo/ENVO_00000438,0.7401
alate,alas,http://purl.obolibrary.org/obo/ENVO_00000438,0.7401
adult,adult,http://purl.obolibrary.org/obo/BTO_0001043,1.0000
alate,alas,http://purl.obolibrary.org/obo/ENVO_00000438,0.7401
adult,adult,http://purl.obolibrary.org/obo/BTO_0001043,1.0000
pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,1.0000
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
algae,algal material,http://purl.obolibrary.org/obo/ENVO_01001189,0.6515
All,whole,http://purl.obolibrary.org/obo/PATO_0001446,0.5485
all known life stages,life cycle stage,http://purl.obolibrary.org/obo/UBERON_0000105,0.7243
all known parasitic stages,larval stage,http://purl.obolibrary.org/obo/UBERON_0000069,0.5824
all life stages,life cycle stage,http://purl.obolibrary.org/obo/UBERON_0000105,0.7633
All life stages,life cycle stage,http://purl.obolibrary.org/obo/UBERON_0000105,0.7633
all parasitic life stages,life of whole plant stage,http://purl.obolibrary.org/obo/PO_0025337,0.5424
All parasitic life stages,life of whole plant stage,http://purl.obolibrary.org/obo/PO_0025337,0.5424
all parasitic stages,larval stage,http://purl.obolibrary.org/obo/UBERON_0000069,0.6087
All parasitic stages,larval stage,http://purl.obolibrary.org/obo/UBERON_0000069,0.6087
All Parasitic Stages,larval stage,http://purl.obolibrary.org/obo/UBERON_0000069,0.6087
all stages,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6616
All stages,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6616
amphispores,Amphioxiformes,http://purl.obolibrary.org/obo/NCBITaxon_2682553,0.7365
anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.6773
Anamorph,anabranch,http://purl.obolibrary.org/obo/ENVO_00000152,0.6773
androecia,androecium,http://purl.obolibrary.org/obo/PO_0009061,0.7765
Apothecial,apothecium,http://purl.obolibrary.org/obo/FAO_0001034,0.7851
apple,apple food product,http://purl.obolibrary.org/obo/FOODON_00001611,0.6592
Arthrinium state,arthroconidium,http://purl.obolibrary.org/obo/FAO_0000041,0.6176
ascifera,ascidian,http://purl.obolibrary.org/obo/BTO_0000090,0.6993
Ascigerous,ascidian,http://purl.obolibrary.org/obo/BTO_0000090,0.6367
Ascospore,ascospore,http://purl.obolibrary.org/obo/FAO_0000020,1.0000
Ascostromata,Ascomycota,http://purl.obolibrary.org/obo/NCBITaxon_4890,0.6849
Auf den meisten Plfanzen finden sich stylo- u,styliform element,http://purl.obolibrary.org/obo/UBERON_0035561,0.4134
a uredospores. b teleutospores.,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6979
autumn form,spring,http://purl.obolibrary.org/obo/ENVO_00000027,0.5172
baby,fetus,http://purl.obolibrary.org/obo/BTO_0000449,0.5613
Basidiocarp,basidiocarp,http://purl.obolibrary.org/obo/BTO_0000114,1.0000
Basidiocarps,basidiocarp,http://purl.obolibrary.org/obo/BTO_0000114,0.9539
beginning of fruiting,fruit initiation stage,http://purl.obolibrary.org/obo/PO_0025503,0.7462
Both with teleuto- and some uredospores,Teleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117570,0.5809
Budding,plant bud,http://purl.obolibrary.org/obo/BTO_0000158,0.7662
Caeoma stage,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.6170
early condition,early premaxilla,http://purl.obolibrary.org/obo/UBERON_0011628,0.5464
Calf,calf,http://purl.obolibrary.org/obo/UBERON_8480048,1.0000
Canada,north,http://purl.obolibrary.org/obo/PATO_0045091,0.5621
capsule,capsule,http://purl.obolibrary.org/obo/UBERON_0003893,1.0000
capsules,capsule,http://purl.obolibrary.org/obo/UBERON_0003893,0.8979
carrion,carr,http://purl.obolibrary.org/obo/ENVO_00000235,0.7648
carrion (adult),carr,http://purl.obolibrary.org/obo/ENVO_00000235,0.6252
carrion (juvenile),juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.6427
Case 13,pupal case,http://purl.obolibrary.org/obo/UBERON_0018657,0.5383
cercaria,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,1.0000
Cercaria,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,1.0000
cercariae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.9415
Cercariae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.9415
cercariae; redia,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8335
cercaria; parthenitae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8417
cercaria; redia,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.8504
cercaria; rediae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.7985
cfr.,dairy product (us cfr),http://purl.obolibrary.org/obo/FOODON_03400164,0.6319
Chromelosporium state,archesporium,http://purl.obolibrary.org/obo/PO_0030074,0.4680
chrysalid,Chromadorea,http://purl.obolibrary.org/obo/NCBITaxon_119089,0.5199
chrysalid skin,skin,http://purl.obolibrary.org/obo/BTO_0001253,0.5880
chrysalis,flower fascicle,http://purl.obolibrary.org/obo/PO_0025323,0.5921
cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,1.0000
Cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,1.0000
Cocoon remains,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8526
cocoon w,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8966
adult,adult,http://purl.obolibrary.org/obo/BTO_0001043,1.0000
coenurus,Coelacanthidae,http://purl.obolibrary.org/obo/NCBITaxon_7895,0.6701
Collection is in mostly the conidial stage.,collection of organisms,http://purl.obolibrary.org/obo/PCO_0000000,0.4804
conidia,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.6347
Conidia,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.6347
conidia and perithecia,conidial anastomosis tube,http://purl.obolibrary.org/obo/FAO_0002008,0.6088
conidia and young perithecia,conidial anastomosis tube,http://purl.obolibrary.org/obo/FAO_0002008,0.5942
conidial,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.6419
Conidial,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.6419
conidial and perithecial stage,conidial anastomosis tube,http://purl.obolibrary.org/obo/FAO_0002008,0.5972
conidial stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6574
Conidial stage,fully formed stage,http://purl.obolibrary.org/obo/UBERON_0000066,0.6574
Conidial stage of Nectria cinnabarina,fungus form,http://purl.obolibrary.org/obo/BTO_0002261,0.5190
conidial stage: Oidium destruens Peck,conidium of conidiophore head,http://purl.obolibrary.org/obo/FAO_0000027,0.6167
Conidia of Dimerosporium pulchrum,Fungi,http://purl.obolibrary.org/obo/NCBITaxon_4751,0.6293
Sacc.,sac,http://purl.obolibrary.org/obo/UBERON_0009856,0.7548
conidia only,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.5766
Conidia only,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,0.5766
; copepodid,Copepoda,http://purl.obolibrary.org/obo/NCBITaxon_6830,0.8323
crysalis,cryosol,http://purl.obolibrary.org/obo/ENVO_00002236,0.6688
cyst,cyst,http://purl.obolibrary.org/obo/BTO_0000320,1.0000
cystacanth,Cyclostomata,http://purl.obolibrary.org/obo/NCBITaxon_1476529,0.6927
Cystacanth,Cyclostomata,http://purl.obolibrary.org/obo/NCBITaxon_1476529,0.6927
cystercoid,Cyrtacanthacridinae,http://purl.obolibrary.org/obo/NCBITaxon_37267,0.6243
cysticerci,cysticercus,http://purl.obolibrary.org/obo/BTO_0003168,0.8817
cysticercoid,cysticercus,http://purl.obolibrary.org/obo/BTO_0003168,0.8281
cysticercus,cysticercus,http://purl.obolibrary.org/obo/BTO_0003168,1.0000
cyst(s),cyst,http://purl.obolibrary.org/obo/BTO_0000320,0.9140
dead chrysalis,flower fascicle,http://purl.obolibrary.org/obo/PO_0025323,0.5087
deutonymph,deutocerebrum,http://purl.obolibrary.org/obo/BTO_0003867,0.6475
Deutonymph,deutocerebrum,http://purl.obolibrary.org/obo/BTO_0003867,0.6475
deutonymph (hypopus = hypopode),hypotrophic,http://purl.obolibrary.org/obo/PATO_0000585,0.5840
developed,manufactured product,http://purl.obolibrary.org/obo/ENVO_00003074,0.5928
Dr. M. T. Cook and J. J. Tabenhaus,m. serratus medius,http://purl.obolibrary.org/obo/UBERON_3010698,0.4387
duckling,duck food product,http://purl.obolibrary.org/obo/FOODON_02020114,0.6096
dult,durisol,http://purl.obolibrary.org/obo/ENVO_00002238,0.6033
early reproductive,reproductive system development,http://purl.obolibrary.org/obo/GO_0061458,0.7941
early stage,mature stage,http://purl.obolibrary.org/obo/BTO_0005743,0.6929
early stage,mature stage,http://purl.obolibrary.org/obo/BTO_0005743,0.6929
not in fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.6642
eft,epimysium,http://purl.obolibrary.org/obo/UBERON_0011899,0.4314
egg,egg,http://purl.obolibrary.org/obo/BTO_0000369,1.0000
Egg,egg,http://purl.obolibrary.org/obo/BTO_0000369,1.0000
egg case,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7069
Egg,egg,http://purl.obolibrary.org/obo/BTO_0000369,1.0000
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
& pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.8500
egg mass,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7281
egg_mass,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7000
Egg mass,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7281
egg; mature,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7436
egg or egg sac,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.7579
egg(s),egg,http://purl.obolibrary.org/obo/BTO_0000369,0.8086
eggs,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.9121
Eggs,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.9121
egg sac,yolk sac,http://purl.obolibrary.org/obo/UBERON_0001040,0.7901
Eggs and Larvae,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.7062
egg shells,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.8611
eggs,egg,http://purl.obolibrary.org/obo/BTO_0000369,0.9121
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
eggs; larvae,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6951
Eggs of Lice,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.5769
eggs; proglottids,proglottid,http://purl.obolibrary.org/obo/BTO_0006330,0.6680
embryo,embryo,http://purl.obolibrary.org/obo/UBERON_0000922,1.0000
Embryos,embryo,http://purl.obolibrary.org/obo/UBERON_0000922,0.9501
Embryos and Larvae,insect presumptive embryonic/larval system,http://purl.obolibrary.org/obo/UBERON_6007116,0.7522
Emergent,autogenous,http://purl.obolibrary.org/obo/PATO_0002316,0.5726
empty cocoon,cocoon,http://purl.obolibrary.org/obo/UBERON_0013198,0.8288
Entomosporium,microsporangium exothecium,http://purl.obolibrary.org/obo/PO_0025311,0.5835
epitoke,epitope,http://purl.obolibrary.org/obo/CHEBI_53000,0.9263
Et uredosporae et teleutosporae,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6342
Et uredosporae et teleutosporae praesentes.,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6027
euparthenitae,Euteleostomi,http://purl.obolibrary.org/obo/NCBITaxon_117571,0.7101
exuvia,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.6049
Exuvia,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.6049
exuviae,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.7719
Exuvium,alluvium,http://purl.obolibrary.org/obo/ENVO_01001202,0.6715
F,functional,http://purl.obolibrary.org/obo/PATO_0001510,0.5819
false teleutospore stage,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.6354
F. A. Wolf,animal,http://purl.obolibrary.org/obo/BTO_0000042,0.4799
F. D. Heald and F. A. Wolf,lysed,http://purl.obolibrary.org/obo/PATO_0065001,0.4144
female,female,http://purl.obolibrary.org/obo/PATO_0000383,1.0000
Female,female,http://purl.obolibrary.org/obo/PATO_0000383,1.0000
Female flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7304
fertile,fertile,http://purl.obolibrary.org/obo/PATO_0000955,1.0000
Fertile,fertile,http://purl.obolibrary.org/obo/PATO_0000955,1.0000
fledgling,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.5888
Fledig,vog,http://purl.obolibrary.org/obo/ENVO_01001258,0.4759
flower,flower,http://purl.obolibrary.org/obo/PO_0009046,1.0000
Flower,flower,http://purl.obolibrary.org/obo/PO_0009046,1.0000
Flower and fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7848
Flower and Immature Fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7147
Flower buds,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.8044
Flower; Fruit,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8199
flowering,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8412
Flowering,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8412
Flowering ?,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7530
Flowering.,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8257
Flowering and fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7070
Flowering and Fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7070
Flowering and immature fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6856
Flowering and Immature Fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6856
Flowering and young fruit,fruit development stage,http://purl.obolibrary.org/obo/PO_0001002,0.6905
Flowering & fruiting,flowering stage,http://purl.obolibrary.org/obo/PO_0007616,0.7245
flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8882
Flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.8882
fructification,friable,http://purl.obolibrary.org/obo/PATO_0002406,0.5136
fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,1.0000
Fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,1.0000
fruiting,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.8241
Fruiting,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.8241
Fruiting ?,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7702
fruits,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.9398
seeds,seed,http://purl.obolibrary.org/obo/PO_0009010,0.8922
fry,oil,http://purl.obolibrary.org/obo/ENVO_00002985,0.5856
fundatrigenia,fundus of stomach,http://purl.obolibrary.org/obo/UBERON_0001160,0.5786
fundatrispuria,serosa of fundus of stomach,http://purl.obolibrary.org/obo/UBERON_0012503,0.5738
fungus asciferus,fungus,http://purl.obolibrary.org/obo/BTO_0001494,0.7434
Fusarium stage,blastula stage,http://purl.obolibrary.org/obo/UBERON_0000108,0.5948
Fusicladium stage,F four nucleate megagametophyte stage,http://purl.obolibrary.org/obo/PO_0007628,0.5377
gall,Gallus,http://purl.obolibrary.org/obo/NCBITaxon_9030,0.8370
Gametophyte,gametophyte,http://purl.obolibrary.org/obo/BTO_0000495,1.0000
gemmae,gemma,http://purl.obolibrary.org/obo/PO_0025614,0.9077
gemmae + sporophyte,sporophyte,http://purl.obolibrary.org/obo/BTO_0000735,0.6751
glaucothoe,glaucothoe stage,http://purl.obolibrary.org/obo/UBERON_0014861,0.7588
glodid,Glires,http://purl.obolibrary.org/obo/NCBITaxon_314147,0.5728
Gloeosporium stage,protophloem,http://purl.obolibrary.org/obo/PO_0006077,0.6386
Gosner 19-22: pretadpole,preameloblast,http://purl.obolibrary.org/obo/CL_0007000,0.4724
Gosner 23-24: tadpole w,tadpole,http://purl.obolibrary.org/obo/UBERON_0002547,0.5603
external gills,external gill,http://purl.obolibrary.org/obo/UBERON_0008891,0.8068
Gosner 25-27: tadpole w,tadpole,http://purl.obolibrary.org/obo/UBERON_0002547,0.5768
no legs,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.7012
Gosner 28-30: tadpole w,tadpole,http://purl.obolibrary.org/obo/UBERON_0002547,0.5554
hind limb buds,limb bud,http://purl.obolibrary.org/obo/UBERON_0004347,0.7053
Gosner 37-38: tadpole w,tadpole,http://purl.obolibrary.org/obo/UBERON_0002547,0.5503
later toe stage,toe,http://purl.obolibrary.org/obo/BTO_0002348,0.6880
gravid,gravid adult,http://purl.obolibrary.org/obo/BTO_0004733,0.7882
hatching year,hatching,http://purl.obolibrary.org/obo/GO_0035188,0.8081
hatchling,hatching,http://purl.obolibrary.org/obo/GO_0035188,0.9368
head capsule,head capsule,http://purl.obolibrary.org/obo/BTO_0004711,1.0000
head capsules,head capsule,http://purl.obolibrary.org/obo/BTO_0004711,0.9387
holomorph,phyllome,http://purl.obolibrary.org/obo/PO_0006001,0.6743
Holotype,hoof,http://purl.obolibrary.org/obo/UBERON_0008963,0.5979
Huevo,huelle cell,http://purl.obolibrary.org/obo/BTO_0002158,0.5962
hydroid,hydroid,http://purl.obolibrary.org/obo/PO_0025032,1.0000
Hyponymph,hyponychium,http://purl.obolibrary.org/obo/UBERON_0002284,0.7558
hypopus,hypoconid,http://purl.obolibrary.org/obo/UBERON_0018279,0.6561
Hypopus,hypoconid,http://purl.obolibrary.org/obo/UBERON_0018279,0.6561
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
I.,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4713
I aecia,aeciospore,http://purl.obolibrary.org/obo/FAO_0000054,0.6083
I Aecidium,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.7455
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
Aecidium,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.8149
I (=Aecidium Ligustri Strauss),miracidium,http://purl.obolibrary.org/obo/BTO_0005869,0.4877
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
also II?,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4098
I and II,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4989
I and III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4900
I and III.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4695
I and III?,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4554
I. and III.,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.4123
I? and III,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.4197
I and III Aecidium and Teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.5646
Iarva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.5775
Ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
II ?,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4174
II.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.3549
II?,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4174
(II and) III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4782
II (and III),meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4925
II and III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4907
II. And III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3872
II and III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4907
mostly II,secondary,http://purl.obolibrary.org/obo/PATO_0002632,0.4610
II and III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4907
with Aecidium on some of the spec,aecium,http://purl.obolibrary.org/obo/FAO_0000056,0.5821
I-ii,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5953
(I),complex,http://purl.obolibrary.org/obo/PATO_0001504,0.3814
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
I & II,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5341
I (II),complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5270
I - II,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5953
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
I-II,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5953
I-II.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5934
I. II.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4342
II & I,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5118
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
III?,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.4462
i,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I - iii,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5861
II-ii,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4994
III - i,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5268
III-i,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5268
(I),complex,http://purl.obolibrary.org/obo/PATO_0001504,0.3814
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
I & III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4964
I & III?,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4601
I &III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4964
I (!),I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.3928
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
I (III),complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4959
I + III,h plus,http://purl.obolibrary.org/obo/PATO_0001346,0.5006
I - III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5861
I III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5211
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I--III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5953
I-III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5861
I-III.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5842
I. III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4571
I. III.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4157
I.-III.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5282
I.III,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4571
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
II-II,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4994
III & I,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4807
ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
iii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
ii. III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4064
iI-III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
II - iii,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
iii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II-iii,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
II-iii.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4477
II. Iii.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4064
III - ii,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4511
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III-ii,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4511
III-ii.,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4583
III.-ii.,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4656
(II) III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4527
(II) III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4429
(II),tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32785,0.3762
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
-II-III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4699
II & III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4827
II & III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4577
II & III?,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4923
II (+III),meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4489
II (III),meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4891
II + III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4777
II - III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
