Input Term,Best Match,URI,Similarity Score
-,h minus,http://purl.obolibrary.org/obo/PATO_0001345,0.4417
1 each cheek below right eye,ocular side,http://purl.obolibrary.org/obo/UBERON_2002255,0.5944
1 of each pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,0.8647
1 on each cheek below eye,cheek scale,http://purl.obolibrary.org/obo/UBERON_0018312,0.6240
1 on each cheek below left eye,cheek scale,http://purl.obolibrary.org/obo/UBERON_0018312,0.6061
1st gill arch on racker,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.6044
1 under each eye,multi-unit eye,http://purl.obolibrary.org/obo/UBERON_0015165,0.6349
1 under left eye,left eye,http://purl.obolibrary.org/obo/UBERON_0004548,0.7483
1 right eye,right eye,http://purl.obolibrary.org/obo/UBERON_0004549,0.8677
2 guts,gut wall,http://purl.obolibrary.org/obo/UBERON_0000328,0.5548
3 under rt eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,0.5324
1 under lf eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,0.5557
4th stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,0.7327
abd cavity,abdominopelvic cavity,http://purl.obolibrary.org/obo/UBERON_0035819,0.8570
swimbladder serosa,gallbladder serosa,http://purl.obolibrary.org/obo/UBERON_0004783,0.7605
abd. mesenteric venules,peritoneal mesentery,http://purl.obolibrary.org/obo/UBERON_0007826,0.5937
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
abdomen (encysted),abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,0.8115
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
abdomen (respiratory structure,respiratory tract,http://purl.obolibrary.org/obo/UBERON_0000065,0.7467
abdomen skin,skin of abdomen,http://purl.obolibrary.org/obo/UBERON_0001416,0.9783
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
sternum,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,1.0000
limb axillae,axillary nerve,http://purl.obolibrary.org/obo/UBERON_0001493,0.7490
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
sternum,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,1.0000
limbs,limb,http://purl.obolibrary.org/obo/UBERON_0002101,0.8267
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
sternum,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,1.0000
plecopods,plerome,http://purl.obolibrary.org/obo/PO_0008035,0.6451
abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,1.0000
thorax,skin of thorax,http://purl.obolibrary.org/obo/UBERON_0001418,0.7623
abdomimal cavity,abdominopelvic cavity,http://purl.obolibrary.org/obo/UBERON_0035819,0.9455
abdominal abscess,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,0.6408
abdominala cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,0.9670
abdominal air sac,abdominal air sac,http://purl.obolibrary.org/obo/UBERON_0009067,1.0000
abdominal air sacs,abdominal air sac,http://purl.obolibrary.org/obo/UBERON_0009067,0.9600
abdominal and pleural cavities,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,0.7962
abdominal blood vessels,abdomen blood vessel,http://purl.obolibrary.org/obo/UBERON_0003497,0.8947
abdominal body wall cyst,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.6585
abdominal branch,abdominal segment of trunk,http://purl.obolibrary.org/obo/UBERON_0002417,0.6676
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
abdominal cavity cyst,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,0.7389
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
lg intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7717
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
pyloric caec,obsolete pyloric caecum,http://purl.obolibrary.org/obo/UBERON_2002253,0.8141
abdominal cav (subcutaneous),abdominal viscera,http://purl.obolibrary.org/obo/UBERON_0017672,0.5799
abdominal fascia,abdominal fascia,http://purl.obolibrary.org/obo/UBERON_0013493,1.0000
abdominal granuloma,granulocyte,http://purl.obolibrary.org/obo/CL_0000094,0.7015
abdominal lymph node,abdominal lymph node,http://purl.obolibrary.org/obo/UBERON_0002507,1.0000
abdominal mesenteries,mesentery of stomach,http://purl.obolibrary.org/obo/UBERON_0003281,0.7529
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
abdominal mesentery,mesentery of stomach,http://purl.obolibrary.org/obo/UBERON_0003281,0.8459
abdominal muscle,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.9188
abdominal muscles,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.8788
abdominal muscles,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.8788
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
abdominal skin,skin of abdomen,http://purl.obolibrary.org/obo/UBERON_0001416,0.9260
abdominal sternum lt iii,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,0.7102
abdominal & thoracic cavities,thoracic cavity,http://purl.obolibrary.org/obo/UBERON_0002224,0.8020
abdominal thoracic cavities,thoracic cavity,http://purl.obolibrary.org/obo/UBERON_0002224,0.8175
abdominal,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,0.9099
thoracic muscles,thoracic segment muscle,http://purl.obolibrary.org/obo/UBERON_0003830,0.8682
abdominal & thoracic wall,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.8150
abdominal viscera,abdominal viscera,http://purl.obolibrary.org/obo/UBERON_0017672,1.0000
abdominal wall,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,1.0000
abdominal wall abscess,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.7573
abdominal walls,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.9429
abd,abduction,http://purl.obolibrary.org/obo/PATO_0002131,0.6690
stomach muscles,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.8242
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5669
abo1,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5594
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5669
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
abomasal wall,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.6499
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
rumen,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,1.0000
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
rumen,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
si,sill,http://purl.obolibrary.org/obo/ENVO_01000737,0.6484
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
small int,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,0.6246
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,1.0000
sm. intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8749
abo mucosa,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,0.7985
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5669
reticulum,stellate reticulum,http://purl.obolibrary.org/obo/UBERON_0006950,0.7261
abo & small int,integrin alpha-IIb,http://purl.obolibrary.org/obo/PR_000009127,0.4845
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5669
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,0.5669
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
above cerebellum of brain,anterior lobe of cerebellum,http://purl.obolibrary.org/obo/UBERON_0002131,0.8074
abscess on keel,keel,http://purl.obolibrary.org/obo/UBERON_0018307,0.5100
adductor muscle,adductor muscle,http://purl.obolibrary.org/obo/UBERON_0011145,1.0000
adipose tissue coelomic cavity,adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,0.7438
adipose tissue (encapsulated),adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,0.8861
adrenal gland,adrenal gland,http://purl.obolibrary.org/obo/UBERON_0002369,1.0000
adrenals,adrenal gland,http://purl.obolibrary.org/obo/UBERON_0002369,0.7846
air bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.6711
air bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.6711
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
air passages of lung,air in respiratory system,http://purl.obolibrary.org/obo/UBERON_0034874,0.7615
air sac,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,1.0000
air sac,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,1.0000
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.9225
air sac(s),air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.9229
air sacs,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.9184
air sacs,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.9184
bodycav.fascial plane,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,0.6788
air sacs,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.9184
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
air sacs (lung),anterior air sac,http://purl.obolibrary.org/obo/UBERON_0009061,0.7835
air sac wall,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.8206
air sac wall,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,0.8206
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
air sinus,nasal air sac,http://purl.obolibrary.org/obo/UBERON_0013175,0.7154
air sinus,nasal air sac,http://purl.obolibrary.org/obo/UBERON_0013175,0.7154
orbit,wall of orbit,http://purl.obolibrary.org/obo/UBERON_0037089,0.7436
air space near kidney,air in respiratory system,http://purl.obolibrary.org/obo/UBERON_0034874,0.5795
albumin of egg,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,0.6365
alimentary canal,canal,http://purl.obolibrary.org/obo/PO_0025132,0.8526
alimentary canal washings,canal,http://purl.obolibrary.org/obo/PO_0025132,0.6907
alimentary tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,0.6905
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,0.6601
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,0.6601
egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,0.6601
feces,feces,http://purl.obolibrary.org/obo/UBERON_0001988,1.0000
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,0.6601
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,0.6601
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
spleen,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,1.0000
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
all muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7153
ocular muscles,eye muscle,http://purl.obolibrary.org/obo/UBERON_0004277,0.8761
all over plastron,plastron,http://purl.obolibrary.org/obo/UBERON_0008276,0.9046
all tissues,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.7832
along gill arch #3,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.6805
along lines,lateral line,http://purl.obolibrary.org/obo/UBERON_0010202,0.5731
along lung near air sac,anterior thoracic air sac,http://purl.obolibrary.org/obo/UBERON_0009065,0.6890
alveoli (caudal lobes lungs),alveolus of lung,http://purl.obolibrary.org/obo/UBERON_0002299,0.7804
alveoli (rt lung,alveolus of lung,http://purl.obolibrary.org/obo/UBERON_0002299,0.8224
trachea),trachea,http://purl.obolibrary.org/obo/UBERON_0003126,0.9247
among teeth (encapsulated),set of upper jaw teeth,http://purl.obolibrary.org/obo/UBERON_0009680,0.6428
anal fin,anal fin,http://purl.obolibrary.org/obo/UBERON_4000163,1.0000
anal glands,gland of anal canal,http://purl.obolibrary.org/obo/UBERON_0004760,0.8416
anal opening,anal canal,http://purl.obolibrary.org/obo/UBERON_0000159,0.7224
anal region,anal region,http://purl.obolibrary.org/obo/UBERON_0001353,1.0000
anal scrapings,anal fold,http://purl.obolibrary.org/obo/UBERON_0012293,0.5562
aneurism,pleural effusion,http://purl.obolibrary.org/obo/UBERON_0000175,0.6256
aneurisms,pleural effusion,http://purl.obolibrary.org/obo/UBERON_0000175,0.6251
animal tissues,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.7887
animal tissues,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.7887
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
ankle,ankle joint,http://purl.obolibrary.org/obo/UBERON_0001488,0.8031
ankle region,ankle joint,http://purl.obolibrary.org/obo/UBERON_0001488,0.7004
anntennary gland,infralabial gland,http://purl.obolibrary.org/obo/UBERON_0010050,0.6234
annurism,annulene,http://purl.obolibrary.org/obo/CHEBI_33662,0.6456
ansa quarlesii,ansa cervicalis,http://purl.obolibrary.org/obo/UBERON_0005430,0.6410
ant chamber eye,chamber of eyeball,http://purl.obolibrary.org/obo/UBERON_0006311,0.7042
antenna,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,1.0000
antennae,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,0.8720
antennae,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,0.8720
body,body of stomach,http://purl.obolibrary.org/obo/UBERON_0001161,0.7105
antennal gland,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,1.0000
antennal glands,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,0.9528
antennary gland,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,0.9655
anterior chamber - eye,anterior chamber of eyeball,http://purl.obolibrary.org/obo/UBERON_0001766,0.9192
anterior intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8121
anterior intestine only,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7426
anterior &,anterior to,http://purl.obolibrary.org/obo/PATO_0001632,0.8922
or mid intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7621
anterior side rt pectoral fin,pectoral fin spine,http://purl.obolibrary.org/obo/UBERON_2001787,0.7352
anterior to lieblein gland,anterior buccal gland,http://purl.obolibrary.org/obo/UBERON_0010242,0.6317
ant intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7775
caecae,caudate,http://purl.obolibrary.org/obo/PATO_0001880,0.6845
ant sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7037
ant. uterus,uterus,http://purl.obolibrary.org/obo/UBERON_0000995,0.7295
anus,anus,http://purl.obolibrary.org/obo/UBERON_0001245,1.0000
aorta,aorta,http://purl.obolibrary.org/obo/UBERON_0000947,1.0000
aorta,aorta,http://purl.obolibrary.org/obo/UBERON_0000947,1.0000
crainal mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7443
aorta wall,aorta wall,http://purl.obolibrary.org/obo/UBERON_0004663,1.0000
a pair in each stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,0.6234
appendix,wall of appendix,http://purl.obolibrary.org/obo/UBERON_0036337,0.7798
appendix,wall of appendix,http://purl.obolibrary.org/obo/UBERON_0036337,0.7798
lg intestne,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6142
Aral,aril,http://purl.obolibrary.org/obo/PO_0009090,0.7435
archinephric duct,nephric duct,http://purl.obolibrary.org/obo/UBERON_0009201,0.7792
arm,arm,http://purl.obolibrary.org/obo/UBERON_0001460,1.0000
arm muscle,muscle of arm,http://purl.obolibrary.org/obo/UBERON_0001499,0.9437
"""arm pits"" of wahoo",hair of limb,http://purl.obolibrary.org/obo/UBERON_0037459,0.4786
arm,arm,http://purl.obolibrary.org/obo/UBERON_0001460,1.0000
subcutaenous,submentalis,http://purl.obolibrary.org/obo/UBERON_3010747,0.6062
around eye ball,surface of eyeball,http://purl.obolibrary.org/obo/UBERON_0022288,0.8052
around heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,0.7244
around intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8389
arterial circulation,blood circulation,http://purl.obolibrary.org/obo/GO_0008015,0.8553
arterial lesion,arterial blood vessel,http://purl.obolibrary.org/obo/UBERON_0003509,0.6768
arteries,artery,http://purl.obolibrary.org/obo/UBERON_0001637,0.9349
artery,artery,http://purl.obolibrary.org/obo/UBERON_0001637,1.0000
ascend colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,0.6435
ascend & descend colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,0.6689
atria,Atherinomorphae,http://purl.obolibrary.org/obo/NCBITaxon_1489913,0.5966
attached,attached to,http://purl.obolibrary.org/obo/PATO_0001667,0.8711
autopsy fluids,bodily fluid,http://purl.obolibrary.org/obo/UBERON_0006314,0.6476
axial musculature,axial musculature,http://purl.obolibrary.org/obo/UBERON_0013700,1.0000
axillary lymph node,axillary lymph node,http://purl.obolibrary.org/obo/UBERON_0001097,1.0000
ax. lymph node,axillary lymph node,http://purl.obolibrary.org/obo/UBERON_0001097,0.8377
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
back,back,http://purl.obolibrary.org/obo/PATO_0001901,1.0000
back and rib muscles,muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.7826
back muscle,muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.9582
back muscle connective tissue,back connective tissue,http://purl.obolibrary.org/obo/UBERON_0004267,0.9251
back muscle connective tissues,back connective tissue,http://purl.obolibrary.org/obo/UBERON_0004267,0.8805
back muscle,muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.9582
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
back muscles,muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.9227
back of retina,retina,http://purl.obolibrary.org/obo/UBERON_0000966,0.8541
back of tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,0.7560
back,back,http://purl.obolibrary.org/obo/PATO_0001901,1.0000
ribs,rib,http://purl.obolibrary.org/obo/UBERON_0002228,0.8660
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
back tissues,back connective tissue,http://purl.obolibrary.org/obo/UBERON_0004267,0.8309
bark,bark,http://purl.obolibrary.org/obo/PO_0004518,1.0000
Bark,bark,http://purl.obolibrary.org/obo/PO_0004518,1.0000
Base,base,http://purl.obolibrary.org/obo/CHEBI_22695,1.0000
base dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,0.8670
base of fin at anus,pectoral fin base,http://purl.obolibrary.org/obo/UBERON_4300147,0.7200
base of pelvic fin,pelvic fin,http://purl.obolibrary.org/obo/UBERON_0000152,0.7844
base of tail,tail base gland,http://purl.obolibrary.org/obo/UBERON_3010202,0.7424
base of tongue,surface of tongue,http://purl.obolibrary.org/obo/UBERON_0007367,0.7555
base of trachea near bladder,epithelium of trachea,http://purl.obolibrary.org/obo/UBERON_0001901,0.6888
beak,beak,http://purl.obolibrary.org/obo/UBERON_0005094,1.0000
beef steak,steakhouse,http://purl.obolibrary.org/obo/ENVO_03501227,0.7700
behind eye,left eye,http://purl.obolibrary.org/obo/UBERON_0004548,0.6687
behind eyes,eye,http://purl.obolibrary.org/obo/UBERON_0000970,0.6341
behind low end third arch,3rd arch endoderm,http://purl.obolibrary.org/obo/UBERON_0005665,0.6347
lt,awn,http://purl.obolibrary.org/obo/PO_0025349,0.5345
below dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,0.8837
Beneath bark of branches,branch node,http://purl.obolibrary.org/obo/PO_0025024,0.5914
beneath scales,scale,http://purl.obolibrary.org/obo/UBERON_0002542,0.6964
beneath scales lateral line,lateral line scale,http://purl.obolibrary.org/obo/UBERON_2001824,0.8558
beneath skin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,0.6600
beneath skin of nose,nose skin,http://purl.obolibrary.org/obo/UBERON_0015476,0.7450
beneath tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,0.7112
between crop & gizzard,crop,http://purl.obolibrary.org/obo/UBERON_0007356,0.6754
between esophagus & gill arch,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.6945
between esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8249
gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,1.0000
between fin rays,dorsal fin ray,http://purl.obolibrary.org/obo/UBERON_4300116,0.7466
between shell & mantle,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,0.7348
between shoulder blades,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.6850
between skin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,0.6930
abdominal muscle,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.9188
between skin and flesh,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,0.7587
between skin & inguinal muscle,inguinal region skin,http://purl.obolibrary.org/obo/UBERON_8410021,0.7112
between skin & muscle,skin muscle,http://purl.obolibrary.org/obo/UBERON_0004253,0.8579
between skin & muscles,skin muscle,http://purl.obolibrary.org/obo/UBERON_0004253,0.8328
betw epicardium & myocardium,epicardium of ventricle,http://purl.obolibrary.org/obo/UBERON_0001082,0.7796
betw.gizzard and proventriculu,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,0.5860
biceps jemaris & siatic nerve,arm nerve,http://purl.obolibrary.org/obo/UBERON_0003433,0.6321
bilary,biladienes,http://purl.obolibrary.org/obo/CHEBI_36735,0.5863
bilary canaliculi,Canalipalpata,http://purl.obolibrary.org/obo/NCBITaxon_105391,0.6840
bile,bile,http://purl.obolibrary.org/obo/UBERON_0001970,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
bilaria canals,canal,http://purl.obolibrary.org/obo/PO_0025132,0.6878
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,0.8592
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,0.8592
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
pancreas,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,1.0000
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,0.8592
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
bile ducts of liver,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.8758
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
bile in gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,0.7736
bile organ,bile,http://purl.obolibrary.org/obo/UBERON_0001970,0.8284
bile,bile,http://purl.obolibrary.org/obo/UBERON_0001970,1.0000
pancreatic ducts,pancreatic duct,http://purl.obolibrary.org/obo/UBERON_0007329,0.9573
leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,1.0000
biliary ducts,biliary ductule,http://purl.obolibrary.org/obo/UBERON_0004058,0.9097
biliary tract,biliary system,http://purl.obolibrary.org/obo/UBERON_0002294,0.8170
bill,monotreme bill,http://purl.obolibrary.org/obo/UBERON_0018133,0.5677
bill mucosa,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,0.7935
bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.8736
Bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.8736
bladder cysts,bladder cell,http://purl.obolibrary.org/obo/CL_1001319,0.7120
bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.8736
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.8736
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
bladder mesentery,mesentery of urinary system,http://purl.obolibrary.org/obo/UBERON_0003393,0.7409
bladder wall,wall of urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001256,0.9307
blind side of body,blind side,http://purl.obolibrary.org/obo/UBERON_2002256,0.7361
blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,1.0000
Blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,1.0000
blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,1.0000
body fluids,bodily fluid,http://purl.obolibrary.org/obo/UBERON_0006314,0.8710
blood (brachial vein),brachial vein,http://purl.obolibrary.org/obo/UBERON_0001413,0.8971
blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,1.0000
carotid artery,carotid artery segment,http://purl.obolibrary.org/obo/UBERON_0005396,0.9085
blood cells,blood cell,http://purl.obolibrary.org/obo/CL_0000081,0.9621
blood (erythrocyte),erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,0.8956
blood- face capillaries,capillary blood,http://purl.obolibrary.org/obo/UBERON_0013757,0.8327
Blood | Heart | Kidney | Liver | Lung | Muscle | Spleen,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,0.5622
blood-juglar vein,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,0.9070
blood (jugular vein),jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,0.8918
blood-jugular vein,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,0.9490
